#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
"1356","Children were brought to the church in a van for children's ministry from the surrounding places. Hindutva extremists stopped them and slapped the sisters in Chennai","2019-02-13 12:29:00","Chennai, Chennai district, Tamil Nadu, India","On 13th February 2019, Children were brought to the church in a van for children's ministry from the surrounding places. Hindutva extremists stopped them and slapped the sisters in Thamparam, Chennai, Tamil Nadu. The church was conducting the children program.

As the children were coming in a van, the extremists stopped them and slapped sisters who were taking the classes for the children's program. The extremists came with knives.","Physical violence,Intimidation/Threats,Restrictions on religious assembly,Women,Children","13.080172","80.283833",YES,YES,
"1345","Hindutva extremists along with police personnel came to the church and have asked Pastor to vacate in Chennai","2019-02-12 15:42:00","Chennai, Chennai district, Tamil Nadu, India","On 12th February 2019, Hindutva extremists along with police personnel came to the church and have asked Pastor to vacate in Chennai, Tamil Nadu.

The extremists barged in to the house and asked Pastor to vacate the house and threatened not to conduct any church activities here. The police personnel came along with the extremists","Intimidation/Threats,Complicity of authorities,Women,Children","13.080172","80.283833",YES,YES,
"1348","Pastor life is in under threat and is been having constant threat from the hindutva extremists in Jaunpur","2019-02-10 17:16:00","Jaunpur, Uttar Pradesh, 222001, India","On 10th February 2019, Pastor life is in under threat and is been having constant threat from the hindutva extremists in Jaunpur, Uttar Pradesh.

Few Pastors were coming in a car from Allahabad after the ministry. Few hindutva extremists threw stones at the car and Pastor is in under constant threat from the extremists.","Intimidation/Threats,Restrictions on religious assembly","25.7472","82.689",YES,YES,
"1347","Around 30 hindutva extremists barged into the prayer meeting, abused and stopped the prayer and warned them not to continue any activities in Coimbatore","2019-02-10 17:05:00","Coimbatore, Coimbatore district, Tamil Nadu, 641001, India","On 10th February 2019, Around 30 hindutva extremists barged into the prayer meeting, abused and stopped the prayer and warned them not to continue any activities in Coimbatore, Tamil Nadu.

Pastor is been doing the ministry for the past 13 years and having around 30 believers. The extremists barged in to the prayer meeting, threatened the believers not to continue any church activities. The extremists stopped the prayer meeting immediately and also asked Pastor to produce the permission letter.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly","11.001812","76.962842",YES,YES,
"1346","Hindutva extremists stopped the prayer meeting and threatened Pastor not to continue with any church activities in East Godawari","2019-02-10 16:58:00","East Godavari District, Andhra Pradesh, India","On 10th Febraury 2019, Hindutva extremists stopped the prayer meeting and threatened Pastor not to continue with any church activities in East Godavari, Andhra Pradesh

Hindutva extremists barged into the prayer meeting, disrupted and threatened Pastor not to conduct the Sunday church service. Pastor went to the police station at Yaleswaram to register the complaint but they asked him to come after two or three weeks and stop the prayer meeting till then.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","17.233496","81.722599",YES,YES,
"1357","Police Personnel disrupted and stopped the prayer meeting in Coimbatore","2019-02-09 12:30:00","Coimbatore, Coimbatore district, Tamil Nadu, 641001, India","On 9th February 2019, Police Personnel disrupted and stopped the prayer meeting in Velampalayam, Coimbatore District of Tamil Nadu.

Pastor conducting the worship with 30 believers in the church and all of sudden the police personnel came and disrupted the prayer meeting.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","11.001812","76.962842",YES,YES,
"1343","Hindutva extremists burnt down the church in to ashes in Trichy","2019-02-08 14:09:00","Trichy, Tiruchchirāppalli, Tiruchchirappalli district, Tamil Nadu, 620001, India","On 8th February 2019, Hindutva extremists burnt down the church in to ashes in Musiri, Trichy, Tamil Nadu

Pastor is been on constant threats from the hindutva extremists for conducting the prayer meeting in Musiri. On 8th February the extremists burnt the church to ashes. Believers complaint in the police station and the response was that they are suspecting mentally ill person might have done this.","Damage or desecration of religious property or symbols,Intimidation/Threats,Restrictions on religious assembly,Women,Children","10.804973","78.686904",YES,YES,
"1342","Around 25 hindutva extremists barged into the prayer meeting, attacked physically and warned them with dire consequences in Sultanpur","2019-02-07 13:45:00","Sultānpur, Sultanpur, Uttar Pradesh, India","On 7th February 2019, Around 25 hindutva extremists barged into the prayer meeting, attacked physically and warned them with dire consequences in Chapar Village, Sultanpur, Uttar Pradesh.

Hindutva extremists entered the house and started to use abusive languages and beaten up the believers including women. Police reached the spot but they did not take any action against the extremists. The injured believers were taken to near by hospital.","Physical violence,Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","26.25","82",YES,YES,
"1344","Hindutva extremists threatened and forced believers to renounce their Christian faith in Palamu","2019-02-06 14:38:00","Palāmu, Jharkhand, India","On 6th February 2019, Hindutva extremists threatened and forced believers to renounce their Christian faith in Palamu, Jharkhand.

Hindutva extremists gathered a meeting in the village and threatened two believers and forced them to renounce Christian faith - Gharwapsi.","Intimidation/Threats,Restrictions on religious assembly,Restricting access to public spaces and utilities","23.916667","84.083333",YES,YES,
"1341","Hindutva extremists disturbed, abused and warned sisters for doing minstry among the children in Tirunelveli","2019-02-04 11:00:00","Tirunelveli, Tirunelveli Kattabo, Tamil Nadu, India","On 4th February 2019, Hindutva extremists disturbed, abused and warned sisters for doing minstry among the children in Tirunelveli, Tamil Nadu.

Sisters are doing the ministry among the children for the past ten years here in different localities. Hindutva extremists stopped them and warned them not to continue the ministry and if they do then they will take pictures of them and circulate.","Intimidation/Threats,Restrictions on religious assembly,Women,Children","8.729526","77.685235",YES,YES,
"1358","Police personnel disrupted the prayer meeting and stopped the prayer and took Pastor to the police station in Jaunpur","2019-02-03 12:31:00","Jaunpur, Uttar Pradesh, 222001, India","On 3rd February 2019, Police personnel disrupted the prayer meeting and stopped the prayer and took Pastor to the police station in Nigoha Village, Barsathi Police Station in Jaunpur District of Uttar Pradesh.

On Sunday Pastor was conducting the prayer meeting, during the meeting few police personnel came to the church and argued with the Pastor and disrupted the prayer. The church got around 400 members. Pastor showed them the church registration paper.

Police took Pastor to the police station on the false allegation of converting the poor in to Christianity. Pastor showed them the high court order to conduct the service and the he was released.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","25.7472","82.689",YES,YES,
"1329","Frequent threats from a neighbor for conducting the prayer meeting in Bhimavaram","2019-01-31 13:49:00","Bhimavaram, West Godavari District, Andhra Pradesh, 534200, India","On 31st January 2019, Frequent threats from a neighbor for conducting the prayer meeting in Bhimavaram, Andhra Pradesh.

Hindutva extremists neighbor threatening Pastor for conducting the prayer meeting and he is disturbing the Pastor very often. Pastor lodged a complaint to the police station and the Inspector has assured his visit to Pastor's house.","Intimidation/Threats,Restrictions on religious assembly,Women,Children","16.542769","81.527344",YES,YES,
"1339","Frequent threats from a neighbor for conducting the prayer meeting in Bhimavaram","2019-01-31 11:00:00","Bhimavaram, West Godavari District, Andhra Pradesh, 534200, India","On 31st January 2019, Frequent threats from a neighbor for conducting the prayer meeting in Bhimavaram, Andhra Pradesh.

Hindutva extremists neighbor threatening Pastor for conducting the prayer meeting and he is disturbing the Pastor very often. Pastor lodged a complaint to the police station and the Inspector has assured his visit to Pastor's house.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","16.542769","81.527344",YES,YES,
"1330","Village council gave an ultimatum to a Christian family to leave the village because of his faith in Christ in Kondagaon","2019-01-29 16:00:00","Kondagaon, Bastar, Chhattisgarh, 494226, India","On 29th January 2019, Village council gave an ultimatum to a Christian family to leave the village because of his faith in Christ in Badethemli Village, Kondagaon, Chattisgarh.

Village council called up a village meeting to excommunicate a Christians family and they were called to the meeting and told him to disown Christ or leave the village with immediate effect and threatened him with dire consequences if they enter the village.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Restricting access to public spaces and utilities,Women,Children","19.588577","81.662874",YES,YES,
"1321","Police arrested pastor based on the complaint by the hindutva extremists in Azamgarh","2019-01-29 14:07:00","Āzamgarh, Azamgarh, Uttar Pradesh, India","On 29th January 2019, Police arrested pastor based on the complaint by the hindutva extremists in Azamgarh, Uttar Pradesh.

Pastor arrested based on the complaint by the hindutva extremists and he is under police custody.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","26","83",YES,YES,
"1338","Hindutva extremists forcefully stopped the prayer meeting and forced the Christians to bow down the statues of hindu gods in Kangra","2019-01-29 10:59:00","Kangra, Himachal Pradesh, India","On 29th January 2019,Hindutva extremists forcefully stopped the prayer meeting and forced the Christians to bow down the statues of hindu gods in Dera Village, Gopipur in Kangra of Himachal Pradesh.

Hindutva extremists barged in to the prayer meeting and forced the Christians to stop the entire activities of the church. They threatened the Christians with dire consequences and forced the Christians to bow down before the hindu idols. Police were called but they favored hindutva extremists and told Christians not to conduct the prayer meeting.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Restricting access to public spaces and utilities,Women,Children","32.166667","76.25",YES,YES,
"1331","Police arrested Pastor along with believer on the false allegation of religious conversion based on the complaint by hindutva extremists in Bahraich","2019-01-28 17:49:00","Bahraich, Uttar Pradesh, India","On 28th January 2019, Police arrested Pastor along with believer on the false allegation of religious conversion based on the complaint by hindutva extremists in Bahraich, Uttar Pradesh.

Hindutva extremists complaint on false allegation of forceful religious conversion  and police arrested Pastor and a believer and charged under the IPC section 295 A &amp; 153A","Intimidation/Threats,Complicity of authorities,Charged under Freedom of  Religion Acts,Restrictions on religious assembly","27.75","81.75",YES,YES,
"1327","Around 30 hindutva extremists attacked the church, 10 Christians were brutally beaten up including the women and damaged church property in Balrampur","2019-01-27 17:35:00","Balrampur, Surguja, Chhattisgarh, 497220, India","On 27th January 2019, Around 30 hindutva extremists attacked the church, 10 Christians were brutally beaten up including the women and damaged church property in Shantipur Village, Balrampur District of Chattisgarh.

A group of hindutva extremists barged in to the prayer meeting and they have divided themselves into two groups and stood inside and outside of the church. They shouted anti Christian slogans and they vacated the believers from the church and started to beaten up the believers.

They used abused languages and misbehaved with women. They have beaten 10 Christians including women. They torn three Bibles, broke musical instruments and damaged one motor bike.","Physical violence,Damage or desecration of religious property or symbols,Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Restricting access to public spaces and utilities,Tribal,Women,Children","23.608052","83.619046",YES,YES,
"1325","Around 200 hindutva extremists stopped the worship, beaten up church members and locked the ladies in a room in Pratapgarh","2019-01-27 17:14:00","Pratāpgarh, Pratapgarh, Uttar Pradesh, India","On 27th January 2019, Around 200 hindutva extremists stopped the worship, beaten up church members and locked the ladies in a room in Village Kopa in Pratapgarh District of Uttar Pradesh.

A group of hindutva extremist barged in to the worship service and started to beat the members and locked the ladies in a room. Later they took Pastor and two others with them. Two believers brutally beaten up and injured badly. There are around 30 members in the church.","Physical violence,Intimidation/Threats,Restrictions on religious assembly,Restricting access to public spaces and utilities,Women,Children","25.75","81.75",YES,YES,
"1328","Hindutva extremists stopped the prayer meeting and the Police denied the permission to conduct the prayer meeting in Bangalore","2019-01-27 12:59:00","Bengaluru, Bangalore Urban, Karnataka, India","On 27th January 2019, Hindutva extremists stopped the prayer meeting and the Police denied the permission to conduct the prayer meeting in Nagadevanahalli, Bangalore, Karnataka.

Few hindutva extremists entered the church meeting and started to questioned about the permission and they insisted to stop the prayer meeting and told them not to conduct the worship service here. They abused Pastor and the believers.

Christian went to the police station to lodge a complaint but police denied the complaint saying that there is no permission to conduct the prayer meeting","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly","12.97912","77.5913",YES,YES,
"1337","Hindutva extremists stopped the prayer meeting and the Police denied the permission to conduct the prayer meeting in Bangalore","2019-01-27 10:56:00","Bengaluru, Bangalore Urban, Karnataka, India","On 27th January 2019, Hindutva extremists stopped the prayer meeting and the Police denied the permission to conduct the prayer meeting in Nagadevanahalli, Bangalore, Karnataka.

Few hindutva extremists entered the church meeting and started to questioned about the permission and they insisted to stop the prayer meeting and told them not to conduct the worship service here. They abused Pastor and the believers.Christian went to the police station to lodge a complaint but police denied the complaint saying that there is no permission to conduct the prayer meeting","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","12.97912","77.5913",YES,YES,
"1326","Hindutva extremists surrounded the Christian house, threw stones and shouted anti Christian slogans in Udaipur","2019-01-26 17:16:00","Udaipur, Rajasthan, 313001, India","On 26th January 2019, Hindutva extremists surrounded the Christian house, threw stones and shouted anti Christian slogans in Kotra Tehsil, Udaipur District of Rajasthan.

A prayer meeting was organized in the house of a local Christian. Suddenly hindutva extremists surrounded the house, shouted anti Christian slogans and they threw stones at the Christians. But somehow they managed to lock the house from inside. Hindutva extremists put a false allegation of religious conversion. The Christians registered a complaint in the police station but so far no action has been taken by the police.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","24.578723","73.686255",YES,YES,
"1324","Hindutva extremists set a fire on the church building materials and on the car in Chikmagalur","2019-01-25 15:07:00","Chikmagalur, Chikkamagaluru district, Karnataka, India","On 25th January 2019, Hindutva extremists set a fire on the church building materials and on the car in Tarikere in Chikmagalur District of Karnataka.

Church construction was going on and the Pastor decided to sleep outside to have a watch on the church building materials etc. Hindutva extremists came in to the spot and set the fire on the entire church building materials. They set a fire on the car and Pastor also got burnt and the hindutva extremists ran away from the spot. Pastor registered a complaint in the police station.","Damage or desecration of religious property or symbols,Intimidation/Threats,Restrictions on religious assembly,Women,Children","13.5","75.5",YES,YES,
"1322","Hindutva extremists dirsupted the prayer meeting and beaten up the Pastor brutally in Jammu &amp; Kashmir","2019-01-25 14:17:00","Jammu, Jammu and Kashmir, 180004, India","On 25th January 2019, Hindutva extremists dirsupted the prayer meeting and beaten up the Pastor brutally in Jammu &amp; Kashmir.

Pastor was conducting the prayer meeting and around 30 believers gathered there for the prayer.  A stranger came to the church and started to take pictures and he called up his hindutva associates and they came to the church and took Pastor out of the church and brutally beaten up. The local believers called up police by the time the hindutva extremists ran away from the spot.","Physical violence,Intimidation/Threats,Women,Children","32.718561","74.858092",YES,NO,
"1340","Hindutva extremists abused and stopped Christian Evangelist distributing the tracts and forced to worship hindu god and applied holy ashes on their forehead in Ariyalur","2019-01-22 11:01:00","Ariyalur, Ariyalur district, Tamil Nadu, 621704, India","On 22nd January 2019, Hindutva extremists abused and stopped Christian Evangelist distributing the tracts and forced to worship hindu god and applied holy ashes on their forehead in Ariyalur, Tamil Nadu.

Christians were distributing the gospel tracts and the hindutva extremists abused and stopped them from distributing the tracts. Hindutva extremists took the Christians to the temple, forced them to worship their god and applied holy ashes on their forehead.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Restricting access to public spaces and utilities,Women,Children","11.135771","79.07232",YES,YES,
"1323","Around 20 hindutva extremists barged in to the prayer meeting, disrupted and brutally beaten up Pastor in Mumbai","2019-01-20 14:25:00","Mumbai, Mumbai City, Maharashtra, India","On 20th January 2019, Around 20 hindutva extremists barged in to the prayer meeting, disrupted and brutally beaten up Pastor in Mumbai, Maharastra.

During the worship service around 20 hindutva extremists barged in to the service, thrashed Pastor and brutally beaten him up.","Physical violence,Intimidation/Threats,Restrictions on religious assembly,Women,Children","18.938771","72.835335",YES,YES,
"1336","Prayer meeting been stopped for the last month by the hindutva extremists in West Champaran","2019-01-19 10:54:00","Pashchim Champāran, Pashchim Champaran, Bihar, India","On 19th January 2019, Prayer meeting been stopped for the last month by the hindutva extremists in Ugrasen Tola Village, Kurba Mathiya in West Champaran District of Bihar.

Pastor is doing the ministry since 2000 on wards and there was no problem at all. Hindutva extremists along with few villagers came to the prayer meeting and forcefully stopped the prayer and its been for a month now that prayer meeting is not taking place. Hindutva extremists warned pastor not to enter the village for the prayer meeting.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","27","84.5",YES,YES,
"1335","Police detained two evangelists based on the complaint on the false allegation of religious forceful conversion in Sahibganj","2019-01-15 10:52:00","Sahibganj, Jharkhand, India","On 15th January 2019, Police detained two evangelists based on the complaint on the false allegation of religious forceful conversion in Sahibganj, Jharkhand.

Two evangelists were doing the evangelism work in Harijan Tola of Sonojodi Panchayat. Hindutva extremists called up the police and told them that forceful religious activities going on and they were accused of conversion by allurement. Police reached the spot and detained both evangelists and took them to the police custody,","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","25.033295","87.685592",YES,YES,
"1320","Seven Christians were abused, physically attacked by the hindutva extremists when they distributed Gospel tracts in Kanyakumari","2019-01-13 12:47:00","Kanyakumari, Kanyakumari district, Tamil Nadu, 629702, India","On 13th January 2019, Seven Christians were abused, physically attacked by the hindutva extremists when they distributed Gospel tracts in Vellichanthy, Kanyakumari District of Tamil Nadu.

Seven Christians were distributing the gospel tracts and they have been abused and physically attacked and warned them to go back and they would be killed if they come back the place.

They have been questioned by the hindutva extremists that why are you converting our people, this is a hindu majority area and who gave you permission to come here and share the gospel.

When one of the Christian man addressed his attacker as “my brother,” the perpetrators took offense and responded and said “if you are my brother, then you are a Hindu.” They then forcefully applied the holy ash and saffron powder on their foreheads. Pastor gave a complaint to the police station.","Physical violence,Intimidation/Threats,Restrictions on religious assembly,Restricting access to public spaces and utilities","8.079252","77.549934",YES,YES,
"1319","Police arrested Lady Pastor based on the complaint by the hindutva extremists and  kept them under custody in Kushinagar","2019-01-13 11:50:00","Kushinagar, Uttar Pradesh, 274402, India","On 13th January 2019, Police arrested Lady Pastor based on the complaint by the hindutva extremists and  kept them under custody in Ravindra Nagar Village, Kushinagar District of Uttar Pradesh.

Lady Pastor was conducting a prayer meeting and around 20 believers were gathered for the prayer. Police officers with lady police team came to the church and asked them to stop the prayer meeting. They abused Pastor and believers and tortured them. Police took Pastor and two believers in to the police custody and later Lady Pastor was allowed to go home but two believers were kept under the custody.

Ladies were booked under IPC section 147, 295, 298, 504 and 120B.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","26.743827","83.916232",YES,YES,
"1333","Hindutva extremists along with Police personnel threatened to stop entire activities of the church and report to the police station in Shahjahanpur","2019-01-12 10:48:00","Shahjahanpur, Uttar Pradesh, India","On 12th January 2019, Hindutva extremists along with Police personnel threatened to stop entire activities of the church and report to the police station in Shahjahanpur, Uttar Pradesh.

Police along with hindutva extremists giving frequent pressure to stop entire activities of the church and Police called Pastor to the police station for further inquiry.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","27.966043","79.775837",YES,YES,
"1317","Police frequent harassment to the Pastor to closed down the church activities in Ghazipur","2019-01-11 11:00:00","Ghāzīpur, Ghazipur, Uttar Pradesh, India","On 11th January 2019, Police frequent harassment to the Pastor to closed down the church activities in Ghazipur, Uttar Pradesh.

Pastor is conducting the prayer meeting under a shade of a tree. Around 700 believers been attending the prayer meeting.SHO of Saidpur police station is been harassing the pastor to close down entire activities of the church and SHO asked him to report to the police station.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","25.5","83.5",YES,YES,
"1315","Hindutva extremists stopped the prayer meeting and threatened Pastor and his family with dire consequences in Hyderabad.","2019-01-09 15:52:00","Hyderabad, Telangana, India","On 9th January 2019, Hindutva extremists stopped the prayer meeting and threatened Pastor and his family with dire consequences in Nandyal, Hyderabad, Telangana.


Few hindutva extremists warned Pastor not to conduct the prayer meeting and to stop entire activities of the church otherwise face with dire consequences.","Intimidation/Threats,Restrictions on religious assembly,Women,Children","17.361608","78.474629",YES,YES,
"1318","Hindutva extremists complaint against the church on false allegation of forceful religious conversion in Tirupur","2019-01-07 11:42:00","tirupur, Tiruppur-Perumanallur Road, புதிய பேருந்து நிலையம், Perumanallur, Coimbatore district, Tamil Nadu, 641666, India","On 7th January 2019, Hindutva extremists complaint against the church on false allegation of forceful religious conversion in Udumalpet Taluk of Tirupur District in Tamil Nadu.

Pastor is been conducting the prayer meeting since 1996 and its been going on very well without any problems. But on 7th January few hindutva extremists barged in to the prayer meeting and stopped the meeting and they left the place with dire consequences if they continue to do the church activities.

Pastor gave a complaint in the local police station but so far no action has been taken place.","Intimidation/Threats,Restrictions on religious assembly,Women,Children","11.167188","77.347267",YES,YES,
"1334","Hindutva extremists complaint against the church on false allegation of forceful religious conversion in Tirupur","2019-01-07 10:50:00","tirupur, Tiruppur-Perumanallur Road, புதிய பேருந்து நிலையம், Perumanallur, Coimbatore district, Tamil Nadu, 641666, India","On 7th January 2019, Hindutva extremists complaint against the church on false allegation of forceful religious conversion in Udumalpet Taluk of Tirupur District in Tamil Nadu.

Pastor is been conducting the prayer meeting since 1996 and its been going on very well without any problems. But on 7th January few hindutva extremists barged in to the prayer meeting and stopped the meeting and they left the place with dire consequences if they continue to do the church activities. Pastor gave a complaint in the local police station but so far no action has been taken place.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","11.167188","77.347267",YES,YES,
"1316","Hindutva extremists stopped the prayer meeting on the false allegation of religious forceful conversion in Haryana","2019-01-07 10:34:00","Fatehabad, Haryana, India","On 7th January 2019, Hindutva extremists stopped the prayer meeting on the false allegation of religious forceful conversion in Fatehabad in Haryana

A woman has been participating the prayer meeting along with her relatives and they have been regular for the past four months. Woman husband is not interested in attending the prayer meeting and has been opposing them for attending.

Hindutva extremists took this opportunity to convince the woman's husband about the forceful conversion taking place in the church. Man along with hindutva extremists opposed the prayer meeting and forcefully stopped the meeting with dire consequences if they continue to conduct the prayer meeting.","Intimidation/Threats,Restrictions on religious assembly,Women,Children","29.533773","75.564651",YES,YES,
"1313","Police arrested Pastor and along with four believers based on the pressure and complaint from the hindutva extremists in Ghazipur","2019-01-06 13:03:00","Ghāzīpur, Ghazipur, Uttar Pradesh, India","On 6th January 2019, Police arrested Pastor and along with four believers based on the pressure and complaint from the hindutva extremists in  Shekhanpur village of Ghazipur District in Uttar Pradesh.

Police team barged in to the worship service and arrested Pastor and four believers based on the complaint by the hindutva extremists on false allegation of forceful religious conversion. Pastor and believers were booked under IPC Section 151, 107 and 116.","Intimidation/Threats,Complicity of authorities,Restrictions on religious assembly,Women,Children","25.5","83.5",YES,YES,
